category,subcategory,title,price,prod_url,image_url,description,reviews,rating,important_detail,source_page
Computers,Laptops,Toshiba Portege Z30-C-16J Grey,1114.55,https://webscraper.io/test-sites/e-commerce/static/product/102,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Toshiba Portege Z30-C-16J Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, Windows 10 Pro",0,1,HDD (128 / 256 / 512 / 1024),12
Computers,Laptops,Acer Predator Helios 300 (PH317-51),1123.87,https://webscraper.io/test-sites/e-commerce/static/product/103,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050Ti 4GB, Windows 10 Home",1,2,HDD (128 / 256 / 512 / 1024),13
Computers,Laptops,Acer Aspire 7 A715-71G,1123.87,https://webscraper.io/test-sites/e-commerce/static/product/104,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Acer Aspire 7 A715-71G, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB HDD, GTX 1050 Ti 4GB, Windows 10 Home",4,2,HDD (128 / 256 / 512 / 1024),13
Computers,Laptops,Dell Inspiron 17 2in1 (7779) Silver,1124.2,https://webscraper.io/test-sites/e-commerce/static/product/105,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Dell Inspiron 17 2in1 (7779) Silver, 17.3"" FHD Touch, Core i5-7200U, 12GB, 1TB, GeForce GT940MX 2GB, Windows 10 Home",10,3,HDD (128 / 256 / 512 / 1024),13
Computers,Laptops,Dell Latitude 5480,1133.82,https://webscraper.io/test-sites/e-commerce/static/product/106,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14,4,HDD (128 / 256 / 512 / 1024),13
Computers,Laptops,Lenovo Legion Y520,1133.91,https://webscraper.io/test-sites/e-commerce/static/product/107,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Lenovo Legion Y520, 15.6"" FHD, Core i7-7700HQ, 8GB, 128 GB SSD + 1TB HDD, GTX 1050 4GB, Windows 10 Home",13,1,HDD (128 / 256 / 512 / 1024),13
Computers,Laptops,Asus AsusPro Advanced BU401LA-FA271G Dark Grey,1139.54,https://webscraper.io/test-sites/e-commerce/static/product/108,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Asus AsusPro Advanced BU401LA-FA271G Dark Grey, 14"", Core i5-4210U, 4GB, 128GB SSD, Win7 Pro 64bit, ENG",7,3,HDD (128 / 256 / 512 / 1024),13
Computers,Laptops,Acer Nitro 5 AN515-51,1140.62,https://webscraper.io/test-sites/e-commerce/static/product/109,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD +1TB, GeForce GTX 1050 Ti 4GB, Windows 10 Home + Windows 10 Home",14,3,HDD (128 / 256 / 512 / 1024),14
Computers,Laptops,Dell Latitude 5480,1143.4,https://webscraper.io/test-sites/e-commerce/static/product/110,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",5,4,HDD (128 / 256 / 512 / 1024),14
Computers,Laptops,Dell Inspiron 15 (7567) Black,1144.2,https://webscraper.io/test-sites/e-commerce/static/product/111,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB, GeForce GTX 1050 Ti 4GB, Linux + Windows 10 Home",2,1,HDD (128 / 256 / 512 / 1024),14
Computers,Laptops,Dell Latitude 5580,1144.4,https://webscraper.io/test-sites/e-commerce/static/product/112,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",10,3,HDD (128 / 256 / 512 / 1024),14
Computers,Laptops,MSI GP62M 7RDX Leopard,1149,https://webscraper.io/test-sites/e-commerce/static/product/113,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"MSI GP62M 7RDX Leopard, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",11,1,HDD (128 / 256 / 512 / 1024),14
Computers,Laptops,Lenovo Yoga 720 Grey,1149.73,https://webscraper.io/test-sites/e-commerce/static/product/114,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Lenovo Yoga 720 Grey, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",12,2,HDD (128 / 256 / 512 / 1024),14
Computers,Laptops,Toshiba Portege Z30-C-16L Grey,1154.04,https://webscraper.io/test-sites/e-commerce/static/product/115,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Toshiba Portege Z30-C-16L Grey, 13.3"" FHD, Core i7-6500U, 8GB, 256GB SSD, Windows 10 Pro",7,1,HDD (128 / 256 / 512 / 1024),15
Computers,Laptops,Acer TravelMate P645-S-511A Black,1170.1,https://webscraper.io/test-sites/e-commerce/static/product/116,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Acer TravelMate P645-S-511A Black, 14"" FHD IPS, Core i5-5200U, 8GB, 256GB SSD, 3G, Windows 10 Pro",0,1,HDD (128 / 256 / 512 / 1024),15
Computers,Laptops,Dell Latitude 5580,1178.19,https://webscraper.io/test-sites/e-commerce/static/product/117,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 16GB, 256GB SSD, Linux + Windows 10 Home",6,3,HDD (128 / 256 / 512 / 1024),15
Computers,Laptops,MSI GS63 7RD Stealth,1179,https://webscraper.io/test-sites/e-commerce/static/product/118,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"MSI GS63 7RD Stealth, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, DOS + Windows 10 Home",2,1,HDD (128 / 256 / 512 / 1024),15
Computers,Laptops,Dell Latitude 5480,1187.88,https://webscraper.io/test-sites/e-commerce/static/product/119,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5,3,HDD (128 / 256 / 512 / 1024),15
Computers,Laptops,Acer Predator Helios 300 (PH317-51),1187.98,https://webscraper.io/test-sites/e-commerce/static/product/120,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ. 8GB, 128GB SSD +1TB, GeForce GTX 1050Ti 4GB, Linux + Windows 10 Home",14,3,HDD (128 / 256 / 512 / 1024),15
Computers,Laptops,MSI GL62M 7REX,1199,https://webscraper.io/test-sites/e-commerce/static/product/121,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"MSI GL62M 7REX, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home",7,1,HDD (128 / 256 / 512 / 1024),16
Computers,Laptops,MSI GL62M 7REX2,1199,https://webscraper.io/test-sites/e-commerce/static/product/122,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"MSI GL62M 7REX2, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home",12,2,HDD (128 / 256 / 512 / 1024),16
Computers,Laptops,Lenovo Yoga 910 Grey,1199.73,https://webscraper.io/test-sites/e-commerce/static/product/123,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Lenovo Yoga 910 Grey, 13.9"" FHD Touch, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home",7,3,HDD (128 / 256 / 512 / 1024),16
Computers,Laptops,Toshiba Portege X30-D-10J Black/Blue,1203.41,https://webscraper.io/test-sites/e-commerce/static/product/124,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Toshiba Portege X30-D-10J Black/Blue, 13.3"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",13,4,HDD (128 / 256 / 512 / 1024),16
Computers,Laptops,Lenovo IdeaPad Miix 510 Platinum Silver,1212.16,https://webscraper.io/test-sites/e-commerce/static/product/125,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Lenovo IdeaPad Miix 510 Platinum Silver, 12.2"" IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",0,4,HDD (128 / 256 / 512 / 1024),16
Computers,Laptops,Acer Predator Helios 300 (PH317-51),1221.58,https://webscraper.io/test-sites/e-commerce/static/product/126,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home",9,1,HDD (128 / 256 / 512 / 1024),16
Computers,Laptops,Asus VivoBook Pro 15 N580VN-FI006T Gold Metal,1235.49,https://webscraper.io/test-sites/e-commerce/static/product/127,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Asus VivoBook Pro 15 N580VN-FI006T Gold Metal, 15.6"" UHD, Core i7-7700HQ, 16GB, 1TB + 256GB SSD, GeForce MX150 2GB, Windows 10 Home, Eng kbd",10,2,HDD (128 / 256 / 512 / 1024),17
Computers,Laptops,Dell Latitude 5480,1238.37,https://webscraper.io/test-sites/e-commerce/static/product/128,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",0,2,HDD (128 / 256 / 512 / 1024),17
Computers,Laptops,Asus ZenBook UX530UX-FY040T Blue,1239.2,https://webscraper.io/test-sites/e-commerce/static/product/129,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Asus ZenBook UX530UX-FY040T Blue, 15.6"" FHD, Core i7-7500U, 8GB, 512GB SSD, GeForce GTX950M 2GB, Windows 10 Home, Eng kbd",14,1,HDD (128 / 256 / 512 / 1024),17
Computers,Laptops,Asus ROG Strix GL753VE-GC096T,1259,https://webscraper.io/test-sites/e-commerce/static/product/130,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Asus ROG Strix GL753VE-GC096T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home, Eng kbd",7,4,HDD (128 / 256 / 512 / 1024),17
Computers,Laptops,"Apple MacBook Air 13""",1260.13,https://webscraper.io/test-sites/e-commerce/static/product/131,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Apple MacBook Air 13"", i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, ENG",8,4,HDD (128 / 256 / 512 / 1024),17
Computers,Laptops,Dell Latitude 5480,1271.06,https://webscraper.io/test-sites/e-commerce/static/product/132,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13,1,HDD (128 / 256 / 512 / 1024),17
Computers,Laptops,Hewlett Packard Spectre 13-v106na Dark Ash Silver,1273.11,https://webscraper.io/test-sites/e-commerce/static/product/133,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Hewlett Packard Spectre 13-v106na Dark Ash Silver, 13.3"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home",8,3,HDD (128 / 256 / 512 / 1024),18
Computers,Laptops,Toshiba Portege Z30-C-16K Grey,1294.74,https://webscraper.io/test-sites/e-commerce/static/product/134,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Toshiba Portege Z30-C-16K Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",6,1,HDD (128 / 256 / 512 / 1024),18
Computers,Laptops,MSI GL62VR 7RFX,1299,https://webscraper.io/test-sites/e-commerce/static/product/135,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"MSI GL62VR 7RFX, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 256GB SSD, GeForce GTX 1060 3GB, Windows 10 Home",1,3,HDD (128 / 256 / 512 / 1024),18
Computers,Laptops,Dell Latitude 5480,1310.39,https://webscraper.io/test-sites/e-commerce/static/product/136,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8,3,HDD (128 / 256 / 512 / 1024),18
Computers,Laptops,Hewlett Packard ProBook 640 G3,1326.83,https://webscraper.io/test-sites/e-commerce/static/product/137,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Hewlett Packard ProBook 640 G3, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",2,1,HDD (128 / 256 / 512 / 1024),18
Computers,Laptops,"Apple MacBook Pro 13"" Space Gray",1333,https://webscraper.io/test-sites/e-commerce/static/product/138,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Apple MacBook Pro 13"" Space Gray, Core i5 2.3GHz, 8GB, 128GB SSD, Iris Plus 640, ENG",0,1,HDD (128 / 256 / 512 / 1024),18
Computers,Laptops,Dell Latitude 5580,1337.28,https://webscraper.io/test-sites/e-commerce/static/product/139,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 8GB, 256GB SSD, GeForce GT930MX, Windows 10 Pro",6,1,HDD (128 / 256 / 512 / 1024),19
Computers,Laptops,Dell Latitude 5480,1338.37,https://webscraper.io/test-sites/e-commerce/static/product/140,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",11,2,HDD (128 / 256 / 512 / 1024),19
Computers,Laptops,Dell Latitude 5580,1341.22,https://webscraper.io/test-sites/e-commerce/static/product/141,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 16GB, 256GB SSD, GeForce GT930MX, Linux",3,3,HDD (128 / 256 / 512 / 1024),19
Computers,Laptops,"Apple MacBook Air 13""",1347.78,https://webscraper.io/test-sites/e-commerce/static/product/142,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Apple MacBook Air 13"", Intel Core i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, RUS",11,2,HDD (128 / 256 / 512 / 1024),19
Computers,Laptops,Lenovo ThinkPad T470,1349.23,https://webscraper.io/test-sites/e-commerce/static/product/143,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Lenovo ThinkPad T470, 14"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",5,1,HDD (128 / 256 / 512 / 1024),19
Computers,Laptops,Lenovo ThinkPad Yoga 370 Black,1362.24,https://webscraper.io/test-sites/e-commerce/static/product/144,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Lenovo ThinkPad Yoga 370 Black, 13.3"" FHD IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",12,2,HDD (128 / 256 / 512 / 1024),19
Computers,Laptops,Toshiba Portege X20W-D-10V Black/Blue,1366.32,https://webscraper.io/test-sites/e-commerce/static/product/145,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Toshiba Portege X20W-D-10V Black/Blue, 12.5"" FHD Touch, Core i7-7500U, 8GB, 512GB SSD, Windows 10 Pro",11,1,HDD (128 / 256 / 512 / 1024),20
Computers,Laptops,Asus ASUSPRO B9440UA-GV0279R Gray,1381.13,https://webscraper.io/test-sites/e-commerce/static/product/146,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Asus ASUSPRO B9440UA-GV0279R Gray, 14"" FHD, Core i7-7500U, 16GB, 512GB SSD, Windows 10 Pro, Eng kbd",4,1,HDD (128 / 256 / 512 / 1024),20
Computers,Laptops,Asus ROG Strix GL702VM-GC146T,1399,https://webscraper.io/test-sites/e-commerce/static/product/147,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Asus ROG Strix GL702VM-GC146T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1060 3GB, Windows 10 Home, Eng kbd",10,3,HDD (128 / 256 / 512 / 1024),20
Computers,Tablets,Lenovo IdeaTab,69.99,https://webscraper.io/test-sites/e-commerce/static/product/10,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"7"" screen, Android",7,3,HDD (128 / 256 / 512 / 1024),1
Computers,Tablets,Acer Iconia,96.99,https://webscraper.io/test-sites/e-commerce/static/product/11,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"7"" screen, Android, 16GB",7,1,HDD (128 / 256 / 512 / 1024),1
Computers,Tablets,Asus MeMO Pad,102.99,https://webscraper.io/test-sites/e-commerce/static/product/12,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"7"" screen, Android, 8GB",14,4,HDD (128 / 256 / 512 / 1024),1
Computers,Tablets,Amazon Kindle,103.99,https://webscraper.io/test-sites/e-commerce/static/product/13,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"6"" screen, wifi",3,4,HDD (128 / 256 / 512 / 1024),1
Computers,Tablets,iPad Mini Retina,537.99,https://webscraper.io/test-sites/e-commerce/static/product/14,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Wi-Fi + Cellular, 32GB, Silver",8,2,HDD (128 / 256 / 512 / 1024),1
Computers,Tablets,IdeaTab A3500L,88.99,https://webscraper.io/test-sites/e-commerce/static/product/15,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Black, 7"" IPS, Quad-Core 1.2GHz, 8GB, Android 4.2",7,4,HDD (128 / 256 / 512 / 1024),1
Computers,Tablets,Galaxy Tab,251.99,https://webscraper.io/test-sites/e-commerce/static/product/16,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"16GB, White",14,3,HDD (128 / 256 / 512 / 1024),2
Computers,Tablets,IdeaTab A3500-H,148.99,https://webscraper.io/test-sites/e-commerce/static/product/17,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Blue, 7"" IPS, Quad-Core 1.3GHz, 8GB, 3G, Android 4.2",9,2,HDD (128 / 256 / 512 / 1024),2
Computers,Tablets,Galaxy Tab 3,97.99,https://webscraper.io/test-sites/e-commerce/static/product/18,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"7"", 8GB, Wi-Fi, Android 4.2, White",2,2,HDD (128 / 256 / 512 / 1024),2
Computers,Tablets,Galaxy Note,489.99,https://webscraper.io/test-sites/e-commerce/static/product/19,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"12.2"", 32GB, WiFi, Android 4.4, White",9,3,HDD (128 / 256 / 512 / 1024),2
Computers,Tablets,MeMO Pad 7,130.99,https://webscraper.io/test-sites/e-commerce/static/product/20,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"White, 7"", Atom 1.2GHz, 8GB, Android 4.4",11,1,HDD (128 / 256 / 512 / 1024),2
Computers,Tablets,Galaxy Tab 4,233.99,https://webscraper.io/test-sites/e-commerce/static/product/21,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"LTE (SM-T235), Quad-Core 1.2GHz, 8GB, Black",1,4,HDD (128 / 256 / 512 / 1024),2
Computers,Tablets,Galaxy Tab 3,107.99,https://webscraper.io/test-sites/e-commerce/static/product/22,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"7"", 8GB, Wi-Fi, Android 4.2, Yellow",14,2,HDD (128 / 256 / 512 / 1024),3
Computers,Tablets,Memo Pad HD 7,101.99,https://webscraper.io/test-sites/e-commerce/static/product/23,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"IPS, Dual-Core 1.2GHz, 8GB, Android 4.3",10,2,HDD (128 / 256 / 512 / 1024),3
Computers,Tablets,Galaxy Note 10.1,587.99,https://webscraper.io/test-sites/e-commerce/static/product/24,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"10.1"", 32GB, Black",6,2,HDD (128 / 256 / 512 / 1024),3
Computers,Tablets,MeMo PAD FHD 10,320.99,https://webscraper.io/test-sites/e-commerce/static/product/25,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"White, 10.1"" IPS, 1.6GHz, 2GB, 16GB, Android 4.2",7,2,HDD (128 / 256 / 512 / 1024),3
Computers,Tablets,IdeaTab S5000,172.99,https://webscraper.io/test-sites/e-commerce/static/product/26,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Silver, 7"" IPS, Quad-Core 1.2Ghz, 16GB, 3G, Android 4.2",8,3,HDD (128 / 256 / 512 / 1024),3
Computers,Tablets,Iconia B1-730HD,99.99,https://webscraper.io/test-sites/e-commerce/static/product/27,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Black, 7"", 1.6GHz Dual-Core, 8GB, Android 4.4",1,3,HDD (128 / 256 / 512 / 1024),3
Computers,Tablets,IdeaTab A8-50,121.99,https://webscraper.io/test-sites/e-commerce/static/product/28,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Blue, 8"" IPS, Quad-Core 1.3GHz, 16GB, Android 4.2",13,2,HDD (128 / 256 / 512 / 1024),4
Computers,Tablets,Galaxy Note,399.99,https://webscraper.io/test-sites/e-commerce/static/product/29,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"10.1"", 3G, Android 4.0, Garnet Red",12,4,HDD (128 / 256 / 512 / 1024),4
Computers,Tablets,Apple iPad Air,603.99,https://webscraper.io/test-sites/e-commerce/static/product/30,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Wi-Fi, 64GB, Silver",7,3,HDD (128 / 256 / 512 / 1024),4
Phones,Touch,Nokia 123,24.99,https://webscraper.io/test-sites/e-commerce/static/product/1,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,7 day battery,11,3,No specific detail available,1
Phones,Touch,LG Optimus,57.99,https://webscraper.io/test-sites/e-commerce/static/product/2,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"3.2"" screen",11,3,No specific detail available,1
Phones,Touch,Samsung Galaxy,93.99,https://webscraper.io/test-sites/e-commerce/static/product/3,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,5 mpx. Android 5.0,3,3,No specific detail available,1
Phones,Touch,Nokia X,109.99,https://webscraper.io/test-sites/e-commerce/static/product/4,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"Andoid, Jolla dualboot",4,4,No specific detail available,1
Phones,Touch,Sony Xperia,118.99,https://webscraper.io/test-sites/e-commerce/static/product/5,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,"GPS, waterproof",6,1,No specific detail available,1
Phones,Touch,Ubuntu Edge,499.99,https://webscraper.io/test-sites/e-commerce/static/product/6,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Sapphire glass,2,1,No specific detail available,1
Phones,Touch,Iphone,899.99,https://webscraper.io/test-sites/e-commerce/static/product/7,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,White,10,1,No specific detail available,2
Phones,Touch,Iphone,899.99,https://webscraper.io/test-sites/e-commerce/static/product/8,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Silver,8,2,No specific detail available,2
Phones,Touch,Iphone,899.99,https://webscraper.io/test-sites/e-commerce/static/product/9,https://webscraper.io/images/test-sites/e-commerce/items/cart2.png,Black,1,1,No specific detail available,2
